Date,State,Total Cases,Confirmed New C19 Case,Total Death,Confirmed New C19 Death,New Persons Vaccinated,Cumulative Persons Vaccinated,New Persons Fully Vaccinated,Cumulative Persons Fully Vaccinated,New Vaccines Doses Admined,Cumulative Vaccines Doses Admined
2021-12-25,NY,"1,780,756",0,"23,271",0,0.0,16126203.0,0.0,13874220.0,0.0,33578073.0
2021-12-26,NY,"1,812,090","31,334","23,314",43,0.0,16126203.0,0.0,13874220.0,0.0,33578073.0
2021-12-27,NY,"1,820,459","8,369","23,404",90,100731.0,16226934.0,40346.0,13914566.0,321286.0,33899359.0
2021-12-28,NY,"1,833,465","13,006","23,446",42,30019.0,16256953.0,12710.0,13927276.0,83445.0,33982804.0
2021-12-29,NY,"1,860,964","27,499","23,516",70,43748.0,16300701.0,17247.0,13944523.0,134453.0,34117257.0
2021-12-30,NY,"1,891,186","30,222","23,568",52,43254.0,16343955.0,17266.0,13961789.0,139257.0,34256514.0
2021-12-31,NY,"1,924,606","33,420","23,611",43,0.0,16343955.0,0.0,13961789.0,0.0,34256514.0
2020-10-01,TX,"752,501","3,534","16,973",61,,,,,,
2020-10-02,TX,"756,004","3,503","17,034",61,,,,,,
2020-10-03,TX,"763,010","7,006","17,096",62,,,,,,
2020-10-04,TX,"765,894","2,884","17,156",60,,,,,,
2020-10-05,TX,"769,303","3,409","17,235",79,,,,,,
2020-10-06,TX,"773,435","4,132","17,294",59,,,,,,
2020-10-07,TX,"777,556","4,121","17,350",56,,,,,,
2020-10-08,TX,"781,794","4,238","17,413",63,,,,,,
2020-10-09,TX,"785,830","4,036","17,478",65,,,,,,
2020-10-10,TX,"790,060","4,230","17,548",70,,,,,,
2020-10-11,TX,"792,478","2,418","17,599",51,,,,,,
2020-10-12,TX,"795,126","2,648","17,670",71,,,,,,
2020-10-13,TX,"800,256","5,130","17,741",71,,,,,,
2020-10-14,TX,"805,082","4,826","17,816",75,,,,,,
2020-10-15,TX,"809,808","4,726","17,898",82,,,,,,
2020-10-16,TX,"815,678","5,870","17,971",73,,,,,,
2020-10-17,TX,"820,563","4,885","18,050",79,,,,,,
2020-10-18,TX,"823,779","3,216","18,131",81,,,,,,
2020-10-19,TX,"828,527","4,748","18,216",85,,,,,,
2020-10-20,TX,"833,557","5,030","18,294",78,,,,,,
2020-10-21,TX,"838,809","5,252","18,386",92,,,,,,
2020-10-22,TX,"845,100","6,291","18,474",88,,,,,,
2020-10-23,TX,"851,572","6,472","18,566",92,,,,,,
2020-10-24,TX,"858,071","6,499","18,663",97,,,,,,
2020-10-25,TX,"862,375","4,304","18,742",79,,,,,,
2020-10-26,TX,"867,075","4,700","18,856",114,,,,,,
2020-10-27,TX,"874,367","7,292","18,978",122,,,,,,
2020-10-28,TX,"879,994","5,627","19,101",123,,,,,,
2020-10-29,TX,"886,820","6,826","19,236",135,,,,,,
2020-10-30,TX,"893,451","6,631","19,360",124,,,,,,
2020-10-31,TX,"900,596","7,145","19,471",111,,,,,,
2020-11-01,TX,"972,330","4,259","19,588",117,,,,,,
2020-11-02,TX,"977,785","5,455","19,720",132,,,,,,
2020-11-03,TX,"988,450","10,665","19,861",141,,,,,,
2020-11-04,TX,"998,267","9,817","19,988",127,,,,,,
2020-11-05,TX,"1,008,438","10,171","20,137",149,,,,,,
2020-11-06,TX,"1,017,677","9,239","20,283",146,,,,,,
2020-11-07,TX,"1,027,237","9,560","20,399",116,,,,,,
2020-11-08,TX,"1,034,115","6,878","20,528",129,,,,,,
2020-11-09,TX,"1,038,964","4,849","20,675",147,,,,,,
2020-11-10,TX,"1,051,899","12,935","20,825",150,,,,,,
2020-11-11,TX,"1,065,065","13,166","20,991",166,,,,,,
2020-11-12,TX,"1,075,654","10,589","21,149",158,,,,,,
2020-11-13,TX,"1,088,970","13,316","21,315",166,,,,,,
2020-11-14,TX,"1,100,479","11,509","21,450",135,,,,,,
2020-11-15,TX,"1,108,402","7,923","21,599",149,,,,,,
2020-11-16,TX,"1,116,230","7,828","21,772",173,,,,,,
2020-11-17,TX,"1,129,873","13,643","21,960",188,,,,,,
2020-11-18,TX,"1,140,860","10,987","22,119",159,,,,,,
2020-11-19,TX,"1,155,130","14,270","22,288",169,,,,,,
2020-11-20,TX,"1,168,925","13,795","22,463",175,,,,,,
2020-11-21,TX,"1,183,847","14,922","22,618",155,,,,,,
2020-11-22,TX,"1,193,616","9,769","22,791",173,,,,,,
2020-11-23,TX,"1,201,257","7,641","22,970",179,,,,,,
2020-11-24,TX,"1,217,837","16,580","23,167",197,,,,,,
2020-11-25,TX,"1,236,648","18,811","23,357",190,,,,,,
2020-11-26,TX,"1,251,345","14,697","23,528",171,,,,,,
2020-11-27,TX,"1,255,332","3,987","23,721",193,,,,,,
2020-11-28,TX,"1,259,657","4,325","23,898",177,,,,,,
2020-11-29,TX,"1,266,707","7,050","24,069",171,,,,,,
2020-11-30,TX,"1,278,432","11,725","24,255",186,,,,,,
2020-12-01,TX,"1,296,972","18,540","24,455",200,,,,,,
2020-12-02,TX,"1,316,194","19,222","24,635",180,,,,,,
2020-12-03,TX,"1,333,746","17,552","24,830",195,,,,,,
2020-12-04,TX,"1,350,542","16,796","25,057",227,,,,,,
2020-12-05,TX,"1,364,933","14,391","25,249",192,,,,,,
2020-12-06,TX,"1,375,313","10,380","25,426",177,,,,,,
2020-12-07,TX,"1,384,804","9,491","25,653",227,,,,,,
2020-12-08,TX,"1,404,646","19,842","25,850",197,,,,,,
2020-12-09,TX,"1,418,252","13,606","26,080",230,,,,,,
2020-12-10,TX,"1,433,551","15,299","26,310",230,,,,,,
2020-12-11,TX,"1,448,002","14,451","26,539",229,,,,,,
2020-12-12,TX,"1,464,374","16,372","26,767",228,,,,,,
2020-12-13,TX,"1,472,711","8,337","26,962",195,,,,,,
2020-12-14,TX,"1,482,141","9,430","27,183",221,,,,,,
2020-12-15,TX,"1,500,538","18,397","27,402",219,,,,,,
2020-12-16,TX,"1,519,340","18,802","27,616",214,,,,,,
2020-12-17,TX,"1,539,189","19,849","27,851",235,,,,,,
2020-12-18,TX,"1,555,981","16,792","28,096",245,,,,,,
2020-12-19,TX,"1,573,888","17,907","28,318",222,,,,,,
2020-12-20,TX,"1,581,668","7,780","28,550",232,,,,,,
2020-12-21,TX,"1,591,948","10,280","28,782",232,,,,,,
2020-12-22,TX,"1,613,095","21,147","29,019",237,,,,,,
2020-12-23,TX,"1,636,458","23,363","29,260",241,,,,,,
2020-12-24,TX,"1,653,522","17,064","29,496",236,,,,,,
2020-12-25,TX,"1,657,857","4,335","29,718",222,,,,,,
2020-12-26,TX,"1,660,551","2,694","29,948",230,,,,,,
2020-12-27,TX,"1,668,597","8,046","30,206",258,,,,,,
2020-12-28,TX,"1,683,426","14,829","30,438",232,,,,,,
2020-12-29,TX,"1,715,978","32,552","30,720",282,,,,,,
2020-12-30,TX,"1,737,447","21,469","31,016",296,,,,,,
2020-12-31,TX,"1,756,172","18,725","31,282",266,,,,,,
2021-01-01,TX,"1,772,483","16,311","31,558",276,,,,,,
2021-01-02,TX,"1,777,246","4,763","31,823",265,,,,,,
2021-01-03,TX,"1,793,341","16,095","32,125",302,,,,,,
2021-01-04,TX,"1,811,523","18,182","32,453",328,,,,,,
2021-01-05,TX,"1,843,153","31,630","32,779",326,,,,,,
2021-01-06,TX,"1,867,163","24,010","33,124",345,,,,,,
2021-01-07,TX,"1,891,741","24,578","33,467",343,,,,,,
2021-01-08,TX,"1,915,261","23,520","33,807",340,,,,,,
2021-01-09,TX,"1,938,551","23,290","34,181",374,,,,,,
2021-01-10,TX,"1,954,406","15,855","34,485",304,,,,,,
2021-01-11,TX,"1,969,240","14,834","34,814",329,,,,,,
2021-01-12,TX,"1,995,292","26,052","35,174",360,,809148.0,,101317.0,,911461.0
2021-01-13,TX,"2,021,374","26,082","35,561",387,51924.0,861072.0,14648.0,115965.0,66581.0,978042.0
2021-01-14,TX,"2,045,699","24,325","35,926",365,56315.0,917387.0,0.0,,65582.0,1043624.0
2021-01-15,TX,"2,072,903","27,204","36,253",327,86025.0,1003412.0,39695.0,155660.0,116618.0,1160242.0
2021-01-16,TX,"2,097,560","24,657","36,563",310,,,,,,
2021-01-17,TX,"2,113,962","16,402","36,894",331,,,,,,
2021-01-18,TX,"2,125,552","11,590","37,203",309,,,,,,
2021-01-19,TX,"2,135,028","9,476","37,538",335,219540.0,1222952.0,24141.0,179801.0,243747.0,1403989.0
2021-01-20,TX,"2,166,283","31,255","37,876",338,60046.0,1282998.0,7702.0,187503.0,67757.0,1471746.0
2021-01-21,TX,"2,188,643","22,360","38,230",354,54708.0,1337706.0,18035.0,205538.0,72805.0,1544551.0
2021-01-22,TX,"2,211,289","22,646","38,525",295,75061.0,1412767.0,25058.0,230596.0,100230.0,1644781.0
2021-01-23,TX,"2,228,961","17,672","38,815",290,61804.0,1474571.0,21219.0,251815.0,83088.0,1727869.0
2021-01-24,TX,"2,240,526","11,565","39,144",329,28180.0,1502751.0,7241.0,259056.0,35430.0,1763299.0
2021-01-25,TX,"2,246,845","6,319","39,460",316,29630.0,1532381.0,11062.0,270118.0,40707.0,1804006.0
2021-01-26,TX,"2,273,119","26,274","39,787",327,82267.0,1614648.0,31566.0,301684.0,113890.0,1917896.0
2021-01-27,TX,"2,292,732","19,613","40,100",313,33927.0,1648575.0,22528.0,324212.0,56478.0,1974374.0
2021-01-28,TX,"2,310,952","18,220","40,379",279,83150.0,1731725.0,49412.0,373624.0,132631.0,2107005.0
2021-01-29,TX,"2,330,028","19,076","40,654",275,72566.0,1804291.0,40220.0,413844.0,112862.0,2219867.0
2021-01-30,TX,"2,349,142","19,114","40,928",274,82522.0,1886813.0,38196.0,452040.0,120791.0,2340658.0
2021-01-31,TX,"2,360,632","11,490","41,189",261,41414.0,1928227.0,26772.0,478812.0,68221.0,2408879.0
2021-02-01,TX,"2,392,443","31,811","41,422",233,63328.0,1991555.0,23982.0,502794.0,87353.0,2496232.0
2021-02-02,TX,"2,415,490","23,047","41,666",244,0.0,1991555.0,0.0,502794.0,0.0,2496232.0
2021-02-03,TX,"2,433,110","17,620","41,934",268,94938.0,2086493.0,61639.0,564433.0,156664.0,2652896.0
2021-02-04,TX,"2,448,393","15,283","42,207",273,94817.0,2181310.0,57558.0,621991.0,152463.0,2805359.0
2021-02-05,TX,"2,462,886","14,493","42,455",248,76560.0,2257870.0,48791.0,670782.0,125408.0,2930767.0
2021-02-06,TX,"2,476,783","13,897","42,676",221,113441.0,2371311.0,63604.0,734386.0,177169.0,3107936.0
2021-02-07,TX,"2,483,187","6,404","42,882",206,93157.0,2464468.0,45471.0,779857.0,138702.0,3246638.0
2021-02-08,TX,"2,491,227","8,040","43,099",217,48336.0,2512804.0,27028.0,806885.0,75424.0,3322062.0
2021-02-09,TX,"2,504,556","13,329","43,306",207,77081.0,2589885.0,36951.0,843836.0,114118.0,3436180.0
2021-02-10,TX,"2,517,453","12,897","43,534",228,82467.0,2672352.0,49931.0,893767.0,132438.0,3568618.0
2021-02-11,TX,"2,529,343","11,890","43,708",174,72953.0,2745305.0,66750.0,960517.0,139842.0,3708460.0
2021-02-12,TX,"2,541,845","12,502","43,902",194,89056.0,2834361.0,75867.0,1036384.0,165121.0,3873581.0
2021-02-13,TX,"2,553,127","11,282","44,095",193,66889.0,2901250.0,67370.0,1103754.0,134405.0,4007986.0
2021-02-14,TX,"2,560,060","6,933","44,267",172,69346.0,2970596.0,56242.0,1159996.0,125761.0,4133747.0
2021-02-15,TX,"2,563,949","3,889","44,427",160,,,,,0.0,4133747.0
2021-02-16,TX,"2,567,297","3,348","44,584",157,67190.0,3037786.0,55240.0,1215236.0,122636.0,4256383.0
2021-02-17,TX,"2,571,063","3,766","44,768",184,21970.0,3059756.0,33849.0,1249085.0,55918.0,4312301.0
2021-02-18,TX,"2,574,194","3,131","44,954",186,11254.0,3071010.0,10152.0,1259237.0,21425.0,4333726.0
2021-02-19,TX,"2,577,131","2,937","45,153",199,134874.0,3205884.0,72031.0,1331268.0,208896.0,4542622.0
2021-02-20,TX,"2,583,617","6,486","45,317",164,35892.0,3241776.0,36050.0,1367318.0,72075.0,4614697.0
2021-02-21,TX,"2,588,101","4,484","45,462",145,25479.0,3267255.0,33606.0,1400924.0,59171.0,4673868.0
2021-02-22,TX,"2,594,466","6,365","45,631",169,31753.0,3299008.0,33371.0,1434295.0,37312.0,4711180.0
2021-02-23,TX,"2,606,275","11,809","45,776",145,,3330051.0,,,89106.0,4800286.0
2021-02-24,TX,"2,613,792","7,517","45,902",126,0.0,3330051.0,,,0.0,4800286.0
2021-02-25,TX,"2,621,155","7,363","46,033",131,53251.0,3383302.0,164656.0,1598951.0,123674.0,4923960.0
2021-02-26,TX,"2,629,116","7,961","46,188",155,-2202.0,3381100.0,83358.0,1682309.0,349117.0,5273077.0
2021-02-27,TX,"2,640,209","11,093","46,301",113,64538.0,3445638.0,46147.0,1728456.0,121884.0,5394961.0
2021-02-28,TX,"2,644,024","3,815","46,402",101,87462.0,3533100.0,75662.0,1804118.0,171651.0,5566612.0
2021-03-01,TX,"2,647,845","3,821","46,538",136,0.0,3533100.0,0.0,1804118.0,5884.0,5572496.0
2021-03-02,TX,"2,655,592","7,747","46,638",100,202097.0,3735197.0,180365.0,1984483.0,384133.0,5956629.0
2021-03-03,TX,"2,663,414","7,822","46,753",115,115051.0,3850248.0,114164.0,2098647.0,234921.0,6191550.0
2021-03-04,TX,"2,671,442","8,028","46,858",105,104957.0,3955205.0,75680.0,2174327.0,187544.0,6379094.0
2021-03-05,TX,"2,678,295","6,853","46,960",102,0.0,3955205.0,60818.0,2235145.0,0.0,6379094.0
2021-03-06,TX,"2,683,865","5,570","47,057",97,291749.0,4246954.0,81152.0,2316297.0,450181.0,6829275.0
2021-03-07,TX,"2,686,818","2,953","47,135",78,66368.0,4313322.0,34999.0,2351296.0,108892.0,6938167.0
2021-03-08,TX,"2,689,413","2,595","47,237",102,93251.0,4406573.0,40958.0,2392254.0,133339.0,7071506.0
2021-03-09,TX,"2,694,726","5,313","47,315",78,168326.0,4574899.0,68666.0,2460920.0,228360.0,7299866.0
2021-03-10,TX,"2,699,589","4,863","47,416",101,165705.0,4740604.0,77828.0,2538748.0,229789.0,7529655.0
2021-03-11,TX,"2,704,344","4,755","47,509",93,153209.0,4893813.0,-2538748.0,0.0,201009.0,7730664.0
2021-03-12,TX,"2,710,849","6,505","47,584",75,206533.0,5100346.0,0.0,0.0,274826.0,8005490.0
2021-03-13,TX,"2,715,755","4,906","47,660",76,0.0,5100346.0,2691427.0,2691427.0,0.0,8005490.0
2021-03-14,TX,"2,718,383","2,628","47,724",64,317212.0,5417558.0,136284.0,2827711.0,416456.0,8421946.0
2021-03-15,TX,"2,721,126","2,743","47,807",83,91673.0,5509231.0,38801.0,2866512.0,125727.0,8547673.0
2021-03-16,TX,"2,726,194","5,068","47,886",79,92087.0,5601318.0,30988.0,2897500.0,113213.0,8660886.0
2021-03-17,TX,"2,731,270","5,076","47,967",81,149271.0,5750589.0,43937.0,2941437.0,189491.0,8850377.0
2021-03-18,TX,"2,735,811","4,541","48,039",72,161580.0,5912169.0,44681.0,2986118.0,204660.0,9055037.0
2021-03-19,TX,"2,739,385","3,574","48,101",62,140487.0,6052656.0,45542.0,3031660.0,182315.0,9237352.0
2021-03-20,TX,"2,743,179","3,794","48,175",74,142903.0,6195559.0,52434.0,3084094.0,191164.0,9428516.0
2021-03-21,TX,"2,745,161","1,982","48,232",57,125293.0,6320852.0,59268.0,3143362.0,183351.0,9611867.0
2021-03-22,TX,"2,747,693","2,532","48,293",61,69651.0,6390503.0,48161.0,3191523.0,122598.0,9734465.0
2021-03-23,TX,"2,752,288","4,595","48,349",56,76988.0,6467491.0,37380.0,3228903.0,110717.0,9845182.0
2021-03-24,TX,"2,756,632","4,344","48,403",54,-13655.0,6453836.0,6388.0,3235291.0,-3593.0,9841589.0
2021-03-25,TX,"2,759,866","3,234","48,453",50,189057.0,6642893.0,106390.0,3341681.0,292028.0,10133617.0
2021-03-26,TX,"2,765,446","5,580","48,505",52,176530.0,6819423.0,104403.0,3446084.0,287302.0,10420919.0
2021-03-27,TX,"2,768,665","3,219","48,560",55,149846.0,6969269.0,131722.0,3577806.0,279742.0,10700661.0
2021-03-28,TX,"2,772,080","3,415","48,603",43,130268.0,7099537.0,106630.0,3684436.0,241307.0,10941968.0
2021-03-29,TX,"2,775,669","3,589","48,649",46,111686.0,7211223.0,71745.0,3756181.0,188247.0,11130215.0
2021-03-30,TX,"2,778,808","3,139","48,677",28,124976.0,7336199.0,107062.0,3863243.0,227109.0,11357324.0
2021-03-31,TX,"2,783,305","4,497","48,724",47,140671.0,7476870.0,109850.0,3973093.0,246764.0,11604088.0
2021-04-01,TX,"2,786,642","3,337","48,773",49,171917.0,7648787.0,180482.0,4153575.0,346881.0,11950969.0
2021-04-02,TX,"2,790,160","3,518","48,816",43,185521.0,7834308.0,186313.0,4339888.0,367148.0,12318117.0
2021-04-03,TX,"2,791,810","1,650","48,859",43,133789.0,7968097.0,114693.0,4454581.0,247012.0,12565129.0
2021-04-04,TX,"2,793,524","1,714","48,895",36,132189.0,8100286.0,109429.0,4564010.0,243114.0,12808243.0
2021-04-05,TX,"2,794,483",959,"48,933",38,151129.0,8251415.0,106832.0,4670842.0,257001.0,13065244.0
2021-04-06,TX,"2,800,254","5,771","48,981",48,119080.0,8370495.0,125869.0,4796711.0,232467.0,13297711.0
2021-04-07,TX,"2,804,798","4,544","49,026",45,131030.0,8501525.0,115945.0,4912656.0,235681.0,13533392.0
2021-04-08,TX,"2,809,497","4,699","49,060",34,155768.0,8657293.0,156606.0,5069262.0,292582.0,13825974.0
2021-04-09,TX,"2,812,899","3,402","49,104",44,226173.0,8883466.0,195273.0,5264535.0,393732.0,14219706.0
2021-04-10,TX,"2,816,097","3,198","49,145",41,0.0,8883466.0,0.0,5264535.0,0.0,14219706.0
2021-04-11,TX,"2,817,869","1,772","49,181",36,260075.0,9143541.0,237633.0,5502168.0,466249.0,14685955.0
2021-04-12,TX,"2,819,529","1,660","49,227",46,258049.0,9401590.0,256618.0,5758786.0,465776.0,15151731.0
2021-04-13,TX,"2,826,806","7,277","49,275",48,120667.0,9522257.0,108706.0,5867492.0,191656.0,15343387.0
2021-04-14,TX,"2,830,142","3,336","49,321",46,148438.0,9670695.0,132771.0,6000263.0,266733.0,15610120.0
2021-04-15,TX,"2,833,504","3,362","49,357",36,142433.0,9813128.0,158512.0,6158775.0,287830.0,15897950.0
2021-04-16,TX,"2,836,978","3,474","49,396",39,129067.0,9942195.0,139258.0,6298033.0,269994.0,16167944.0
2021-04-17,TX,"2,839,660","2,682","49,435",39,137940.0,10080135.0,110730.0,6408763.0,251229.0,16419173.0
2021-04-18,TX,"2,841,564","1,904","49,487",52,66095.0,10146230.0,49944.0,6458707.0,119909.0,16539082.0
2021-04-19,TX,"2,842,763","1,199","49,521",34,99201.0,10245431.0,103003.0,6561710.0,206032.0,16745114.0
2021-04-20,TX,"2,848,820","6,057","49,561",40,0.0,10245431.0,0.0,6561710.0,0.0,16745114.0
2021-04-21,TX,"2,853,676","4,856","49,599",38,143571.0,10389002.0,173069.0,6734779.0,320556.0,17065670.0
2021-04-22,TX,"2,857,017","3,341","49,638",39,88067.0,10477069.0,148121.0,6882900.0,241941.0,17307611.0
2021-04-23,TX,"2,860,489","3,472","49,683",45,90630.0,10567699.0,140572.0,7023472.0,236077.0,17543688.0
2021-04-24,TX,"2,862,938","2,449","49,722",39,101050.0,10668749.0,131704.0,7155176.0,238483.0,17782171.0
2021-04-25,TX,"2,864,345","1,407","49,759",37,78896.0,10747645.0,112611.0,7267787.0,196918.0,17979089.0
2021-04-26,TX,"2,866,263","1,918","49,788",29,49042.0,10796687.0,64298.0,7332085.0,114650.0,18093739.0
2021-04-27,TX,"2,871,871","5,608","49,832",44,52899.0,10849586.0,72239.0,7404324.0,124824.0,18218563.0
2021-04-28,TX,"2,876,140","4,269","49,874",42,66361.0,10915947.0,107700.0,7512024.0,177019.0,18395582.0
2021-04-29,TX,"2,879,712","3,572","49,913",39,83310.0,10999257.0,142570.0,7654594.0,226606.0,18622188.0
2021-04-30,TX,"2,883,227","3,515","49,945",32,93232.0,11092489.0,171415.0,7826009.0,263483.0,18885671.0
2021-05-01,TX,"2,886,713","3,486","49,980",35,72248.0,11164737.0,134955.0,7960964.0,204584.0,19090255.0
2021-05-02,TX,"2,888,020","1,307","50,011",31,0.0,11164737.0,0.0,7960964.0,0.0,19090255.0
2021-05-03,TX,"2,889,561","1,541","50,047",36,61610.0,11226347.0,120666.0,8081630.0,186394.0,19276649.0
2021-05-04,TX,"2,893,714","4,153","50,093",46,26670.0,11253017.0,48547.0,8130177.0,73544.0,19350193.0
2021-05-05,TX,"2,896,218","2,504","50,132",39,53797.0,11306814.0,117466.0,8247643.0,169643.0,19519836.0
2021-05-06,TX,"2,898,578","2,360","50,171",39,52829.0,11359643.0,117844.0,8365487.0,170439.0,19690275.0
2021-05-07,TX,"2,901,504","2,926","50,198",27,54043.0,11413686.0,142147.0,8507634.0,194454.0,19884729.0
2021-05-08,TX,"2,903,694","2,190","50,229",31,53410.0,11467096.0,122248.0,8629882.0,175796.0,20060525.0
2021-05-09,TX,"2,905,110","1,416","50,258",29,41690.0,11508786.0,112727.0,8742609.0,154760.0,20215285.0
2021-05-10,TX,"2,905,863",753,"50,292",34,29136.0,11537922.0,64023.0,8806632.0,89259.0,20304544.0
2021-05-11,TX,"2,909,829","3,966","50,328",36,36678.0,11574600.0,68640.0,8875272.0,99074.0,20403618.0
2021-05-12,TX,"2,912,195","2,366","50,354",26,45895.0,11620495.0,87595.0,8962867.0,129646.0,20533264.0
2021-05-13,TX,"2,914,643","2,448","50,385",31,43224.0,11663719.0,96089.0,9058956.0,138214.0,20671478.0
2021-05-14,TX,"2,917,256","2,613","50,422",37,50541.0,11714260.0,97237.0,9156193.0,144561.0,20816039.0
2021-05-15,TX,"2,919,239","1,983","50,461",39,76287.0,11790547.0,108756.0,9264949.0,165516.0,20981555.0
2021-05-16,TX,"2,919,889",650,"50,487",26,91133.0,11881680.0,112366.0,9377315.0,198233.0,21179788.0
2021-05-17,TX,"2,920,389",500,"50,525",38,0.0,11881680.0,0.0,9377315.0,0.0,21179788.0
2021-05-18,TX,"2,924,466","4,077","50,563",38,135532.0,12017212.0,127702.0,9505017.0,251133.0,21430921.0
2021-05-19,TX,"2,926,481","2,015","50,589",26,76855.0,12094067.0,81129.0,9586146.0,155010.0,21585931.0
2021-05-20,TX,"2,928,384","1,903","50,618",29,68406.0,12162473.0,68151.0,9654297.0,133320.0,21719251.0
2021-05-21,TX,"2,929,961","1,577","50,649",31,0.0,12162473.0,0.0,9654297.0,0.0,21719251.0
2021-05-22,TX,"2,931,314","1,353","50,672",23,169972.0,12332445.0,158520.0,9812817.0,321929.0,22041180.0
2021-05-23,TX,"2,932,082",768,"50,710",38,69448.0,12401893.0,65349.0,9878166.0,134310.0,22175490.0
2021-05-24,TX,"2,932,769",687,"50,743",33,48910.0,12450803.0,39033.0,9917199.0,84668.0,22260158.0
2021-05-25,TX,"2,936,733","3,964","50,776",33,57395.0,12508198.0,49035.0,9966234.0,100035.0,22360193.0
2021-05-26,TX,"2,938,914","2,181","50,808",32,62729.0,12570927.0,67401.0,10033635.0,126076.0,22486269.0
2021-05-27,TX,"2,940,203","1,289","50,837",29,54542.0,12625469.0,54951.0,10088586.0,107103.0,22593372.0
2021-05-28,TX,"2,942,235","2,032","50,866",29,73145.0,12698614.0,68272.0,10156858.0,132316.0,22725688.0
2021-05-29,TX,"2,943,316","1,081","50,883",17,57812.0,12756426.0,66213.0,10223071.0,122187.0,22847875.0
2021-05-30,TX,"2,943,700",384,"50,909",26,48464.0,12804890.0,49255.0,10272326.0,94260.0,22942135.0
2021-05-31,TX,"2,943,844",144,"50,928",19,0.0,12804890.0,0.0,10272326.0,0.0,22942135.0
2021-06-01,TX,"2,944,003",159,"50,957",29,52525.0,12857415.0,53263.0,10325589.0,100289.0,23042424.0
2021-06-02,TX,"2,945,998","1,995","50,979",22,26104.0,12883519.0,29619.0,10355208.0,52924.0,23095348.0
2021-06-03,TX,"2,947,860","1,862","50,997",18,45119.0,12928638.0,40215.0,10395423.0,83168.0,23178516.0
2021-06-04,TX,"2,950,622","2,762","51,024",27,55800.0,12984438.0,62533.0,10457956.0,115070.0,23293586.0
2021-06-05,TX,"2,952,601","1,979","51,042",18,42424.0,13026862.0,48788.0,10506744.0,89415.0,23383001.0
2021-06-06,TX,"2,953,238",637,"51,065",23,46552.0,13073414.0,76333.0,10583077.0,118683.0,23501684.0
2021-06-07,TX,"2,953,743",505,"51,083",18,28956.0,13102370.0,40489.0,10623566.0,68941.0,23570625.0
2021-06-08,TX,"2,955,535","1,792","51,102",19,33941.0,13136311.0,38605.0,10662171.0,69045.0,23639670.0
2021-06-09,TX,"2,962,028","6,493","51,119",17,39653.0,13175964.0,57074.0,10719245.0,93911.0,23733581.0
2021-06-10,TX,"2,964,503","2,475","51,141",22,48946.0,13224910.0,67866.0,10787111.0,113518.0,23847099.0
2021-06-11,TX,"2,965,966","1,463","51,158",17,47916.0,13272826.0,69690.0,10856801.0,113380.0,23960479.0
2021-06-12,TX,"2,967,034","1,068","51,174",16,70387.0,13343213.0,99505.0,10956306.0,166850.0,24127329.0
2021-06-13,TX,"2,967,354",320,"51,199",25,23404.0,13366617.0,47337.0,11003643.0,70466.0,24197795.0
2021-06-14,TX,"2,967,730",376,"51,214",15,17049.0,13383666.0,36998.0,11040641.0,54994.0,24252789.0
2021-06-15,TX,"2,969,037","1,307","51,231",17,47720.0,13431386.0,70717.0,11111358.0,114802.0,24367591.0
2021-06-16,TX,"2,970,470","1,433","51,250",19,79855.0,13511241.0,117057.0,11228415.0,190977.0,24558568.0
2021-06-17,TX,"2,972,237","1,767","51,263",13,75789.0,13587030.0,103279.0,11331694.0,176943.0,24735511.0
2021-06-18,TX,"2,973,171",934,"51,274",11,42872.0,13629902.0,62517.0,11394211.0,102487.0,24837998.0
2021-06-19,TX,"2,975,175","2,004","51,294",20,29290.0,13659192.0,44235.0,11438446.0,71956.0,24909954.0
2021-06-20,TX,"2,975,701",526,"51,314",20,33360.0,13692552.0,60839.0,11499285.0,90690.0,25000644.0
2021-06-21,TX,"2,975,787",86,"51,333",19,19528.0,13712080.0,30849.0,11530134.0,48967.0,25049611.0
2021-06-22,TX,"2,977,580","1,793","51,349",16,21498.0,13733578.0,27867.0,11558001.0,46064.0,25095675.0
2021-06-23,TX,"2,978,259",679,"51,365",16,26724.0,13760302.0,27705.0,11585706.0,52734.0,25148409.0
2021-06-24,TX,"2,980,499","2,240","51,378",13,28246.0,13788548.0,40198.0,11625904.0,67009.0,25215418.0
2021-06-25,TX,"2,982,177","1,678","51,395",17,30499.0,13819047.0,45220.0,11671124.0,73621.0,25289039.0
2021-06-26,TX,"2,984,022","1,845","51,409",14,36414.0,13855461.0,69759.0,11740883.0,105787.0,25394826.0
2021-06-27,TX,"2,984,340",318,"51,422",13,31673.0,13887134.0,80777.0,11821660.0,109220.0,25504046.0
2021-06-28,TX,"2,984,523",183,"51,437",15,21550.0,13908684.0,40373.0,11862033.0,61215.0,25565261.0
2021-06-29,TX,"2,986,847","2,324","51,449",12,27186.0,13935870.0,26874.0,11888907.0,51470.0,25616731.0
2021-06-30,TX,"2,988,457","1,610","51,462",13,26969.0,13962839.0,43180.0,11932087.0,69649.0,25686380.0
2021-07-01,TX,"2,990,703","2,246","51,470",8,27945.0,13990784.0,42555.0,11974642.0,70087.0,25756467.0
2021-07-02,TX,"2,992,614","1,911","51,480",10,27642.0,14018426.0,31958.0,12006600.0,58960.0,25815427.0
